Number of atr,P_edge,Target assort,Target correlation,Calculated_corr,Time,Deviation_assort,Corr_type,Sheme,Mutation
20,0.05,0.2,"[0.8776936295352368, 0.7962450251555535, 0.7545591624558691, 0.8983185555973153, 0.7596605445938034, 0.7783313201367985, 0.7912184291179993, 0.8749623160928045, 0.8916922393218405, 0.7537134054192659, 0.7731832273281043, 0.7073575294080466, 0.8477473812762808, 0.8141172833686225, 0.7210625937481178, 0.8846856716769913, 0.8747480352831749]","[-0.028756150185013395, 0.15388613925786176, -0.35826744175244896, 0.1601543480758839, -0.22435361823100325, -0.014016294163720789, 0.6123206663889088, 0.005565039895735003, 0.2708152035065809, 0.6598156181482306, 0.5598923482823194, -0.1599590504452498, 0.6904389481185049, 0.6049380336523791, 0.044815520049640845, 0.5072207658085912, 0.9455491884025189]",197,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.8776936295352368, 0.7962450251555535, 0.7545591624558691, 0.8983185555973153, 0.7596605445938034, 0.7783313201367985, 0.7912184291179993, 0.8749623160928045, 0.8916922393218405, 0.7537134054192659, 0.7731832273281043, 0.7073575294080466, 0.8477473812762808, 0.8141172833686225, 0.7210625937481178, 0.8846856716769913, 0.8747480352831749]","[0.09064731375302099, -0.03595571659298453, -0.26092685847182584, 0.1340357990659769, -0.23534604342976875, 0.031221325739981202, 0.4007722158043751, 0.048163836552505696, 0.1767949716324094, 0.5882968634598181, 0.5373717348325743, 0.13452543497338693, 0.6826836421975022, 0.6839322049986349, 0.007013836169178292, 0.628422567870417, 0.9507879337170771]",197,0.2,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.8776936295352368, 0.7962450251555535, 0.7545591624558691, 0.8983185555973153, 0.7596605445938034, 0.7783313201367985, 0.7912184291179993, 0.8749623160928045, 0.8916922393218405, 0.7537134054192659, 0.7731832273281043, 0.7073575294080466, 0.8477473812762808, 0.8141172833686225, 0.7210625937481178, 0.8846856716769913, 0.8747480352831749]","[0.28968476526488535, 0.2968450828336633, 0.27976642997420464, -0.04325670855511249, -0.14567741542468307, 0.7837735533438633, -0.0347652274029851, 0.5441955041050279, -0.18079436195077545, 0.17923316552341703, 0.11549648208233373, 0.16930438806843268, 0.593774578814196, 0.7940351778405943, -0.07204452582656175, 0.6668336435524863, 0.22184196599435582]",428,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.03688471956489853, 0.23467011511676397, 0.2563812802674764]","[-0.9995762985636905, -0.3388240274568666, -0.810451531540184]",10,0.1,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.03688471956489853, 0.23467011511676397, 0.2563812802674764]","[-0.293136134197134, 0.6822527163392075, 0.7153772493542577]",10,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.03688471956489853, 0.23467011511676397, 0.2563812802674764]","[-0.9994613707571683, -0.5869971599786531, -0.5285093469260008]",7,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.03688471956489853, 0.23467011511676397, 0.2563812802674764]","[-0.9993684781546963, -0.5221678190296285, -0.7529387531262848]",7,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.03688471956489853, 0.23467011511676397, 0.2563812802674764]","[0.6429336456441426, -0.5969267382161196, -0.6786184104903882]",7,0.9,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.03688471956489853, 0.23467011511676397, 0.2563812802674764]","[-0.9994639132709545, 0.03512243527132223, 0.04544927983876215]",7,0.9,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.8344719574283453, 0.7665107391449205, 0.8559345322987286]","[-0.9991522454744733, -0.5636273414290632, -0.6242886472792093]",7,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.8344719574283453, 0.7665107391449205, 0.8559345322987286]","[-0.9894204445905236, -0.5217452760074403, -0.5973725955167298]",7,0.1,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.8344719574283453, 0.7665107391449205, 0.8559345322987286]","[0.20350612310220673, -0.4617436136298928, -0.5560706799673077]",7,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.8344719574283453, 0.7665107391449205, 0.8559345322987286]","[-0.9994513187420372, -0.6219595919902898, -0.5878585686420125]",9,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.8344719574283453, 0.7665107391449205, 0.8559345322987286]","[-0.999417380465719, -0.3848376773499309, -0.6205360335954491]",9,0.30000000000000004,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.8344719574283453, 0.7665107391449205, 0.8559345322987286]","[-0.9994908256491208, 0.6201598903973963, -0.6487053124322063]",9,0.5,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.8344719574283453, 0.7665107391449205, 0.8559345322987286]","[-0.9995919328007434, -0.18273593268969415, -0.11676893713717351]",9,0.6000000000000001,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.8344719574283453, 0.7665107391449205, 0.8559345322987286]","[-0.12300829658553344, -0.5251682175163002, -0.6824090921135013]",9,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.05170249167667735, 0.01717180374203261, 0.1073921946052393, 0.1155402304560837, 0.05046747125416321]","[0.23593569944286918, 0.423406879316161, -0.31709523495112496, -0.7723928143891756, 0.11832876663607825]",15,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.05170249167667735, 0.01717180374203261, 0.1073921946052393, 0.1155402304560837, 0.05046747125416321]","[0.15594957362713735, 0.22269549205852113, -0.03671538845330785, 0.44515101685365666, -0.07675196573552275]",15,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.05170249167667735, 0.01717180374203261, 0.1073921946052393, 0.1155402304560837, 0.05046747125416321]","[0.3906899149585427, 0.19700970524459746, -0.3612314282860004, -0.5301015970877659, 0.5787230562451655]",8,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.05170249167667735, 0.01717180374203261, 0.1073921946052393, 0.1155402304560837, 0.05046747125416321]","[0.13411973892313833, 0.15456553967547215, -0.5053374706718795, -0.6165899013907644, 0.7076970064842836]",8,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.05170249167667735, 0.01717180374203261, 0.1073921946052393, 0.1155402304560837, 0.05046747125416321]","[0.4717956219043701, 0.3367968814042228, -0.49918147042609506, -0.5587333328692983, 0.5040605650507864]",8,0.30000000000000004,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.05170249167667735, 0.01717180374203261, 0.1073921946052393, 0.1155402304560837, 0.05046747125416321]","[0.4872950075046507, 0.22451298076274728, -0.43501628868580206, 0.48097320915685954, 0.5403634125782713]",8,0.9,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.717689377011848, 0.7835149740295568, 0.8093884146509762, 0.7325729989708012, 0.7071260348147264]","[0.32450248890193956, 0.33788573813088163, -0.43171907975061496, 0.38416903438126265, 0.5650195544305404]",10,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.717689377011848, 0.7835149740295568, 0.8093884146509762, 0.7325729989708012, 0.7071260348147264]","[0.38393987805179036, 0.23176684633131386, -0.26432786198799385, -0.5405847126533717, 0.7249281958082592]",14,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.717689377011848, 0.7835149740295568, 0.8093884146509762, 0.7325729989708012, 0.7071260348147264]","[0.14158435431882493, 0.18792556822888326, -0.34861744593732497, 0.23806176448493058, 0.8473031927042168]",14,0.30000000000000004,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.717689377011848, 0.7835149740295568, 0.8093884146509762, 0.7325729989708012, 0.7071260348147264]","[0.3357020223521514, 0.26635523028859814, -0.43853238931375343, 0.31576692108183557, 0.49318338407386875]",14,0.8,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.717689377011848, 0.7835149740295568, 0.8093884146509762, 0.7325729989708012, 0.7071260348147264]","[0.3615170902759989, 0.32622003342336897, 0.16375333046536186, -0.05320658393445409, 0.1129214613594872]",14,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.07830212553078737, 0.2747233493768616, 0.22739550431299316, 0.16947021750487598, 0.19131999520099158, 0.16823596747236758, 0.04620005756950197, 0.1361695055929236]","[-0.7582769955462897, -0.7076240511744807, 0.9810293268712237, 0.4031817369778821, -0.7228895800877021, 0.4949407439940397, -0.013634564638142992, 0.3381092874907921]",13,0.1,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.07830212553078737, 0.2747233493768616, 0.22739550431299316, 0.16947021750487598, 0.19131999520099158, 0.16823596747236758, 0.04620005756950197, 0.1361695055929236]","[0.15556873770473367, -0.0075402804372301565, 0.9851161160078472, 0.36042371548838403, -0.2561191886218407, 0.7033115587744675, -0.08239106006564814, 0.593635644124167]",13,0.1,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.07830212553078737, 0.2747233493768616, 0.22739550431299316, 0.16947021750487598, 0.19131999520099158, 0.16823596747236758, 0.04620005756950197, 0.1361695055929236]","[0.315076312681635, -0.012186338349261926, 0.31507308919848753, 0.2301350793747761, -0.3432751788482042, 0.2239126605432505, 0.0273549443015146, 0.08450608367705448]",13,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.07830212553078737, 0.2747233493768616, 0.22739550431299316, 0.16947021750487598, 0.19131999520099158, 0.16823596747236758, 0.04620005756950197, 0.1361695055929236]","[0.13307610208572354, -0.016979616251489082, 0.977979759384592, 0.264029653600485, -0.3606700823712826, 0.43446555333310033, -0.02898148146184397, 0.3845905302244182]",16,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.07830212553078737, 0.2747233493768616, 0.22739550431299316, 0.16947021750487598, 0.19131999520099158, 0.16823596747236758, 0.04620005756950197, 0.1361695055929236]","[0.1121304674753772, 0.10864741731179973, 0.9085764074744103, 0.458715317793134, -0.27349241094666654, 0.49250282322235234, -0.1762995911138872, 0.47719894595642365]",16,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.07830212553078737, 0.2747233493768616, 0.22739550431299316, 0.16947021750487598, 0.19131999520099158, 0.16823596747236758, 0.04620005756950197, 0.1361695055929236]","[0.08850982850379946, 0.06374822495845628, -0.318116469930794, 0.29826861979623553, -0.28347716558822256, 0.7528979109382847, -0.09674118879872311, 0.5853567060744488]",16,0.20000000000000007,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.07830212553078737, 0.2747233493768616, 0.22739550431299316, 0.16947021750487598, 0.19131999520099158, 0.16823596747236758, 0.04620005756950197, 0.1361695055929236]","[0.17126701645486186, 0.07567836713729345, 0.1820982989582491, 0.25279235667621996, -0.037643384737458374, 0.26122498390331633, -0.0237914756370238, -0.02766065588730022]",16,0.8,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.07830212553078737, 0.2747233493768616, 0.22739550431299316, 0.16947021750487598, 0.19131999520099158, 0.16823596747236758, 0.04620005756950197, 0.1361695055929236]","[0.29865350493450366, 0.04757389934619215, 0.17993183702487306, 0.33147732450217304, -0.24659262341718047, 0.10787540584947333, -0.12743918810564425, 0.14506226776366474]",16,0.9,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7289280602638363, 0.719353851052413, 0.8690747678826634, 0.7950330685570967, 0.8995301079955419, 0.7320864285897148, 0.7583290995208657, 0.8420130016756255]","[0.19051192083269097, -0.1293814284240579, 0.9849517553908113, 0.35660119525719386, -0.4064031091679079, 0.4124084003233165, -0.044062624491419525, 0.3355962351486553]",9,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7289280602638363, 0.719353851052413, 0.8690747678826634, 0.7950330685570967, 0.8995301079955419, 0.7320864285897148, 0.7583290995208657, 0.8420130016756255]","[0.11211778083737203, 0.153005230908533, 0.9853448749374837, 0.3212572853665397, -0.09919832479992947, 0.6677112199902018, 0.13694700615733726, 0.6417785047484557]",9,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7289280602638363, 0.719353851052413, 0.8690747678826634, 0.7950330685570967, 0.8995301079955419, 0.7320864285897148, 0.7583290995208657, 0.8420130016756255]","[0.23421158530594696, -0.10039633220203198, 0.9827003409392816, 0.3379565599531391, -0.3107784562271556, 0.5158340084354466, 0.06023454888575949, 0.42793050398671795]",9,0.7,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.7289280602638363, 0.719353851052413, 0.8690747678826634, 0.7950330685570967, 0.8995301079955419, 0.7320864285897148, 0.7583290995208657, 0.8420130016756255]","[0.15209850297293326, -0.2449502004004892, 0.9835449432835663, 0.2645579449778919, -0.33771373010474437, 0.5513200076624953, 0.21119878883488205, 0.3094289061649343]",9,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.7289280602638363, 0.719353851052413, 0.8690747678826634, 0.7950330685570967, 0.8995301079955419, 0.7320864285897148, 0.7583290995208657, 0.8420130016756255]","[0.22860118498448126, 0.03324237801627723, 0.9873457860633658, 0.2476092285216676, -0.4142115126890389, 0.5996835231822962, -0.025909220696619262, 0.512972368612014]",9,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.7289280602638363, 0.719353851052413, 0.8690747678826634, 0.7950330685570967, 0.8995301079955419, 0.7320864285897148, 0.7583290995208657, 0.8420130016756255]","[0.06231362854319988, -0.07538337620205801, 0.9756797577377486, 0.5484554885827437, -0.18459018865642926, 0.4295902658849842, 0.11419966285347595, 0.3127682943980819]",9,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.09187155003410886, 0.14932214648130662, 0.0920355419804079, 0.2869985310567742, 0.25106602903159736, 0.10159958061875124, 0.01795483083431676, 0.04880751499961942, 0.24709037814244816, 0.22404732010440423, 0.29935428052744123, 0.029814403709054325, 0.22208717089438074, 0.28228950327838587, 0.10120517228668197, 0.16150185262306455, 0.20270147748118172, 0.05529231653199177, 0.2120135021837045, 0.27321822095181064, 0.01958702929481296]","[0.21613782641793894, -0.2224018019643992, -0.6996626435859428, 0.5029693947885678, 0.4755684947439357, -0.4710343718115863, -0.4663639327371107, -0.025049060130813598, -0.6321216326746492, 0.7827456708308091, 0.5685386076340221, -0.8019707237481355, 0.05914312426538988, -0.2158121287131424, 0.04533867151954774, 0.1947595411163537, 0.17730071880766618, -0.5512989688014195, 0.6855518839408193, 0.6136890368643368, -0.3664360776589747]",19,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.09187155003410886, 0.14932214648130662, 0.0920355419804079, 0.2869985310567742, 0.25106602903159736, 0.10159958061875124, 0.01795483083431676, 0.04880751499961942, 0.24709037814244816, 0.22404732010440423, 0.29935428052744123, 0.029814403709054325, 0.22208717089438074, 0.28228950327838587, 0.10120517228668197, 0.16150185262306455, 0.20270147748118172, 0.05529231653199177, 0.2120135021837045, 0.27321822095181064, 0.01958702929481296]","[0.36443260198271316, -0.18526268031084422, -0.7124561006825084, 0.48351686839912655, 0.6328196722405325, -0.1338236357130798, -0.36157093671887824, -0.2134336532060737, -0.6762695428134564, 0.7150002512495636, 0.4512165338530791, -0.7324703010353385, 0.05047184593479025, -0.24759191081581086, 0.0009842598860577674, 0.045715925989413084, 0.2357923868285704, -0.48335051667596685, 0.34062021304340423, 0.7296981807801809, -0.3709816320989215]",19,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.09187155003410886, 0.14932214648130662, 0.0920355419804079, 0.2869985310567742, 0.25106602903159736, 0.10159958061875124, 0.01795483083431676, 0.04880751499961942, 0.24709037814244816, 0.22404732010440423, 0.29935428052744123, 0.029814403709054325, 0.22208717089438074, 0.28228950327838587, 0.10120517228668197, 0.16150185262306455, 0.20270147748118172, 0.05529231653199177, 0.2120135021837045, 0.27321822095181064, 0.01958702929481296]","[0.2864161317750883, -0.17038023542438885, -0.7319527497257861, 0.5747877865013775, 0.5819739967196064, -0.2564446299974191, -0.37027957528930217, 0.09853006089437043, -0.7193219347635597, 0.7922292619389698, 0.5032838556689226, -0.7218268416200745, 0.15452711194167632, -0.2599393694306367, 0.10559035080573165, -0.019106208212427193, 0.14161347353280004, -0.6736281241825239, 0.38362540699829284, 0.750271849602487, -0.13184007311597484]",19,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.09187155003410886, 0.14932214648130662, 0.0920355419804079, 0.2869985310567742, 0.25106602903159736, 0.10159958061875124, 0.01795483083431676, 0.04880751499961942, 0.24709037814244816, 0.22404732010440423, 0.29935428052744123, 0.029814403709054325, 0.22208717089438074, 0.28228950327838587, 0.10120517228668197, 0.16150185262306455, 0.20270147748118172, 0.05529231653199177, 0.2120135021837045, 0.27321822095181064, 0.01958702929481296]","[0.18881105592968742, -0.30434229263670415, -0.42500518193534254, 0.29876239510531716, -0.012937004667020547, -0.27911684575801965, -0.5354459260935949, -0.09862335907804858, -0.6987559395091102, 0.7293039643324503, 0.6275292403395228, -0.7157799646724905, -0.055009813011606165, -0.26038046850902913, 0.09071414431192601, 0.09805784751057899, 0.10739444514331244, -0.6172788408861507, 0.4685920327712328, 0.6571967337776703, -0.46691068172411]",19,0.6000000000000001,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.09187155003410886, 0.14932214648130662, 0.0920355419804079, 0.2869985310567742, 0.25106602903159736, 0.10159958061875124, 0.01795483083431676, 0.04880751499961942, 0.24709037814244816, 0.22404732010440423, 0.29935428052744123, 0.029814403709054325, 0.22208717089438074, 0.28228950327838587, 0.10120517228668197, 0.16150185262306455, 0.20270147748118172, 0.05529231653199177, 0.2120135021837045, 0.27321822095181064, 0.01958702929481296]","[0.09318925911153875, -0.2725710344910437, -0.7496996688806535, 0.37530020755030113, 0.5511965747518165, -0.2767084506769787, -0.4171301682672002, -0.12629826732590538, -0.6164082984935303, 0.7546541336514329, 0.4523253407445903, -0.7790062681512284, 0.11662269945286488, -0.1466409471636626, 0.05339827969023259, 0.2209720820616956, 0.03013564942437391, -0.6206933465828824, 0.5172361098237941, 0.7063939298556241, -0.4129182433169997]",31,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.09187155003410886, 0.14932214648130662, 0.0920355419804079, 0.2869985310567742, 0.25106602903159736, 0.10159958061875124, 0.01795483083431676, 0.04880751499961942, 0.24709037814244816, 0.22404732010440423, 0.29935428052744123, 0.029814403709054325, 0.22208717089438074, 0.28228950327838587, 0.10120517228668197, 0.16150185262306455, 0.20270147748118172, 0.05529231653199177, 0.2120135021837045, 0.27321822095181064, 0.01958702929481296]","[0.2739447945340157, -0.14847090079824843, -0.7077511940083041, 0.5092261657009044, 0.5571011370180069, -0.25963213366677335, -0.3087537486901291, -0.030469384743441963, -0.4858949046054055, -0.07024113426960252, 0.4313448553291662, -0.7387326764347768, 0.10572309512593124, -0.22880779572826845, 0.04999431687707387, 0.02475487573864287, 0.18160166178724682, -0.34973506827235246, 0.3970759637760972, 0.6891122016109918, -0.32558544061308736]",31,0.20000000000000007,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.09187155003410886, 0.14932214648130662, 0.0920355419804079, 0.2869985310567742, 0.25106602903159736, 0.10159958061875124, 0.01795483083431676, 0.04880751499961942, 0.24709037814244816, 0.22404732010440423, 0.29935428052744123, 0.029814403709054325, 0.22208717089438074, 0.28228950327838587, 0.10120517228668197, 0.16150185262306455, 0.20270147748118172, 0.05529231653199177, 0.2120135021837045, 0.27321822095181064, 0.01958702929481296]","[0.12527497872220245, -0.21627178870276975, -0.7524502439784412, 0.45087600898697944, 0.5180693280339764, -0.2083055781652907, -0.34999869328423305, 0.14326526687786434, -0.25371949286878676, 0.1014025508452053, 0.4633278229532119, -0.7842469419163318, 0.14654602707723066, -0.19061675805316347, 0.031359835020630555, -0.05271540018205191, 0.18185980871891677, -0.3468398038386486, 0.2529117392495353, 0.7555104511664993, -0.3609338870826886]",31,0.30000000000000004,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7359906769347775, 0.7353754254907494, 0.8944939642916705, 0.7278859020469605, 0.8251830250003849, 0.8059829202743547, 0.7572157486714054, 0.7978213675652157, 0.7452231877027159, 0.8362470955033712, 0.8966256985040615, 0.8173214649301249, 0.7707764857604337, 0.8891492494658242, 0.7875974869562153, 0.8997778462026831, 0.8168593817910291, 0.7858708907478946, 0.7228912958284626, 0.8388985927796986, 0.8930128128593873]","[0.26017391929489464, -0.04423775790702113, -0.75632626845813, 0.5506736720270072, 0.5386374095402989, -0.2151689092188443, -0.10595165226796431, -0.08295199681182966, -0.6691425680258235, 0.8107854608195015, 0.3880266439932578, -0.21376692716882023, -0.04855240591121716, -0.22663623044617812, 0.13582907936222904, 0.16111527992793725, 0.1066325821208696, 0.4576613869919599, -0.6193861107130962, 0.31928508801612915, -0.5216352335852147]",33,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7359906769347775, 0.7353754254907494, 0.8944939642916705, 0.7278859020469605, 0.8251830250003849, 0.8059829202743547, 0.7572157486714054, 0.7978213675652157, 0.7452231877027159, 0.8362470955033712, 0.8966256985040615, 0.8173214649301249, 0.7707764857604337, 0.8891492494658242, 0.7875974869562153, 0.8997778462026831, 0.8168593817910291, 0.7858708907478946, 0.7228912958284626, 0.8388985927796986, 0.8930128128593873]","[0.10686403210969875, -0.05480462918532867, -0.7445673113122266, 0.28727956190872944, 0.6329055694068771, 0.8289880171956479, 0.03384940559682183, -0.025450820532693947, -0.6898358112305558, 0.7987947079017469, 0.31169616377343473, -0.1819962120752822, -0.032410544446177, -0.15570678028464496, -0.03065767077158068, -0.07354361367742993, 0.2686820180323163, 0.4441984196003195, -0.07968792702749536, 0.19838028979947295, -0.49538976465345796]",33,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7359906769347775, 0.7353754254907494, 0.8944939642916705, 0.7278859020469605, 0.8251830250003849, 0.8059829202743547, 0.7572157486714054, 0.7978213675652157, 0.7452231877027159, 0.8362470955033712, 0.8966256985040615, 0.8173214649301249, 0.7707764857604337, 0.8891492494658242, 0.7875974869562153, 0.8997778462026831, 0.8168593817910291, 0.7858708907478946, 0.7228912958284626, 0.8388985927796986, 0.8930128128593873]","[0.1508815861244146, -0.11253216970879175, -0.7125650957430362, 0.5096176545766837, 0.5991747570931429, -0.30114966325625836, -0.35286222032289083, 0.05841320428059752, -0.630823450880334, 0.7574133340629421, 0.5203684234040258, -0.7445430869538612, -0.06429195838446924, -0.3518931882808041, 0.006453781027359223, -0.01456937509208342, 0.1600593980528617, -0.5902200128407287, 0.5042726040548771, 0.6493217177793112, -0.43209112791811327]",12,0.20000000000000007,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7359906769347775, 0.7353754254907494, 0.8944939642916705, 0.7278859020469605, 0.8251830250003849, 0.8059829202743547, 0.7572157486714054, 0.7978213675652157, 0.7452231877027159, 0.8362470955033712, 0.8966256985040615, 0.8173214649301249, 0.7707764857604337, 0.8891492494658242, 0.7875974869562153, 0.8997778462026831, 0.8168593817910291, 0.7858708907478946, 0.7228912958284626, 0.8388985927796986, 0.8930128128593873]","[0.1770293334955358, -0.24956488773233526, -0.7045038089519124, 0.42448909815317887, 0.6123937388367947, -0.29964382664777556, -0.3640192806512739, 0.007574023407625886, -0.6485548001985756, 0.8410922955093564, 0.4809785485997751, -0.6949289922026205, 0.05228848304302765, -0.2761274095962709, -0.04191280868233102, 0.05925703817996588, 0.1895933496724026, -0.5235182582530078, 0.5060691141795018, 0.686607678989232, -0.2606421365114584]",12,0.4,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7359906769347775, 0.7353754254907494, 0.8944939642916705, 0.7278859020469605, 0.8251830250003849, 0.8059829202743547, 0.7572157486714054, 0.7978213675652157, 0.7452231877027159, 0.8362470955033712, 0.8966256985040615, 0.8173214649301249, 0.7707764857604337, 0.8891492494658242, 0.7875974869562153, 0.8997778462026831, 0.8168593817910291, 0.7858708907478946, 0.7228912958284626, 0.8388985927796986, 0.8930128128593873]","[0.2270364545253062, -0.22623198153423935, -0.6750566641657565, 0.5393053276275634, 0.6365125549864725, -0.33776536713850014, -0.4128464793994903, -0.07836635608436893, -0.6193033087856546, 0.8159061554500588, 0.4424301241417863, -0.7684166098953908, 0.02776400696341063, -0.25984802028279563, 0.07964558957924454, 0.04281219150444474, 0.25719650618158124, -0.5495317950120894, 0.5147008338486013, 0.6677555538225419, -0.33529609203802646]",12,0.5,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7359906769347775, 0.7353754254907494, 0.8944939642916705, 0.7278859020469605, 0.8251830250003849, 0.8059829202743547, 0.7572157486714054, 0.7978213675652157, 0.7452231877027159, 0.8362470955033712, 0.8966256985040615, 0.8173214649301249, 0.7707764857604337, 0.8891492494658242, 0.7875974869562153, 0.8997778462026831, 0.8168593817910291, 0.7858708907478946, 0.7228912958284626, 0.8388985927796986, 0.8930128128593873]","[0.3015665636346927, 0.3022716332192022, -0.6597560013456385, 0.4653147165381701, 0.6067480956370346, -0.3234227277998392, -0.519349878024438, -0.056478714039519574, -0.6574436312168299, 0.6926323061418606, 0.5016763536422368, -0.7819628580687925, -0.08978336025808276, -0.1799065051022268, 0.03328999361786799, -0.12732068372723324, 0.3553954824804752, -0.32087064087882605, 0.5931371554332218, 0.6190362921172232, -0.3764001334860881]",12,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
